52,5,6,7,25,41,16,17,18,19,20,21,22,45,46,47,48,49,50,0,1,2,3,4,44,13,14,15,33,34,35,36,28,29,30,31,32,24,23,8,9,10,11,12,26,27,40,42,43,38,39,37,5,128
52,0,1,50,15,33,34,35,36,37,13,14,23,20,21,22,45,38,39,40,41,42,43,30,31,32,25,9,10,11,12,26,27,28,29,4,5,6,7,8,46,47,48,49,19,2,3,24,44,16,17,18,0,161
52,48,49,50,0,1,2,3,11,12,26,6,7,41,16,17,31,32,33,34,35,36,9,10,37,38,39,40,15,24,25,45,46,29,30,4,44,13,14,23,20,21,22,8,5,19,28,18,27,43,42,47,48,189
52,11,12,26,27,28,29,30,31,32,33,34,35,36,9,24,23,20,21,22,45,38,39,40,41,42,43,44,49,50,15,16,17,18,19,8,46,47,48,6,7,25,3,4,5,2,13,14,0,1,37,10,11,128
52,16,30,46,47,48,49,50,15,33,34,35,36,9,10,11,12,26,6,7,25,41,42,43,44,45,38,3,4,5,19,20,21,22,23,24,40,18,27,28,29,0,1,2,17,31,32,39,13,14,8,37,16,171
52,5,6,7,8,9,10,11,12,42,43,31,37,13,20,48,49,50,15,16,17,40,41,47,33,34,35,36,28,29,30,4,44,45,46,26,27,18,19,22,23,24,25,3,39,2,0,1,38,21,14,32,5,202
52,27,28,29,30,31,32,33,34,35,36,9,10,11,12,26,6,7,8,46,47,48,49,50,15,16,17,18,19,20,21,22,23,24,25,41,42,43,44,45,38,39,40,5,2,3,4,0,1,37,13,14,27,113
52,44,45,46,47,48,49,50,0,1,2,3,4,5,6,7,41,42,43,30,31,32,33,34,35,36,9,10,11,12,26,27,28,29,13,14,15,16,17,18,24,23,22,8,37,38,39,40,19,20,21,25,44,144
52,42,43,30,31,32,2,17,18,19,20,21,22,23,24,25,41,16,37,13,14,15,33,34,35,9,10,11,12,48,49,50,0,1,6,7,8,46,47,5,44,45,38,40,36,28,29,4,26,27,3,39,42,169
52,5,6,7,41,42,43,30,31,32,33,15,16,17,18,19,20,21,22,23,24,25,26,27,28,49,50,0,1,2,3,11,12,13,14,40,46,47,48,34,35,36,9,10,44,45,38,39,8,37,29,4,5,119
52,13,14,15,16,17,40,41,42,43,31,32,33,34,35,20,21,22,45,46,47,48,49,50,0,1,2,3,4,44,6,7,25,9,10,11,12,26,27,28,29,30,38,39,37,8,19,24,23,18,5,36,13,170
52,5,6,7,25,9,10,11,12,26,27,28,49,50,15,16,17,31,32,33,34,35,36,37,13,20,48,22,23,24,3,4,44,45,46,29,30,43,2,1,38,39,40,41,42,21,14,0,19,8,18,47,5,197
52,13,14,15,16,17,31,32,33,34,35,36,9,10,11,12,42,43,44,45,46,47,48,49,50,0,1,2,3,4,5,6,7,41,20,21,22,23,24,25,26,27,28,29,30,38,39,40,18,19,8,37,13,84
52,39,40,41,42,43,44,45,46,47,48,49,50,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,13,14,0,1,2,3,4,5,6,7,8,9,10,11,12,38,39,78
52,10,11,12,26,6,7,25,41,16,17,18,19,20,21,22,45,46,47,48,49,50,15,33,34,35,36,37,38,39,40,9,24,23,8,14,3,4,44,1,2,13,5,30,31,32,42,43,0,27,28,29,10,181
52,27,28,49,50,15,16,17,18,19,20,21,22,45,46,47,48,34,35,36,37,38,39,40,41,42,43,30,31,32,33,26,6,7,25,9,10,11,12,13,14,23,24,3,4,5,8,0,1,2,44,29,27,151
52,37,38,39,40,41,42,43,44,45,46,47,14,15,16,17,31,32,33,34,35,36,9,10,11,12,26,6,7,25,48,49,50,0,1,2,3,4,5,30,28,29,13,20,21,22,23,24,27,18,19,8,37,124
52,18,15,16,17,29,30,31,32,33,45,14,23,24,25,26,6,7,41,42,43,44,49,50,0,1,2,3,4,5,35,36,37,13,20,21,22,39,40,46,47,48,38,12,27,28,11,19,8,9,10,34,18,162
52,29,30,4,5,6,7,41,16,17,18,19,20,21,22,23,24,25,26,27,28,49,50,15,38,39,40,46,47,48,31,32,33,34,42,43,44,45,12,13,14,0,1,2,3,11,37,8,9,10,35,36,29,124
52,27,24,25,26,6,7,41,42,43,30,31,32,33,34,35,36,9,10,11,12,13,14,15,16,17,18,19,20,48,49,50,0,1,2,3,4,5,8,46,47,38,40,23,22,45,37,39,28,29,44,21,27,152
52,39,40,41,42,43,30,31,32,33,34,35,36,9,10,11,2,3,4,44,45,46,47,48,49,50,15,16,17,18,24,25,26,27,28,29,23,20,21,22,6,7,8,37,13,14,0,1,5,19,12,38,39,180
52,0,1,2,3,4,5,6,7,41,42,43,30,31,32,33,34,35,36,9,10,37,38,39,40,46,47,48,49,50,15,16,17,18,19,20,21,22,23,24,25,26,8,14,28,29,13,11,12,27,44,45,0,161
52,25,9,24,23,20,48,49,50,15,16,17,31,32,33,34,35,36,28,29,30,4,5,6,7,8,46,47,1,2,3,11,12,26,27,18,19,45,41,42,43,44,21,22,39,40,38,13,14,0,10,37,25,142
52,47,48,49,50,15,33,34,35,36,9,46,10,11,12,13,14,23,24,25,26,27,28,29,30,31,32,2,3,4,44,45,41,42,43,0,1,6,7,8,16,17,18,19,20,21,22,39,40,5,37,38,47,172
52,39,40,41,42,43,44,45,46,47,1,2,3,4,5,6,7,8,9,10,11,12,26,27,28,29,30,31,32,33,34,35,36,37,13,14,15,16,17,18,19,20,21,22,23,24,25,49,50,0,48,38,39,87
52,21,22,23,20,48,49,50,15,33,34,35,36,28,11,12,13,14,0,1,2,3,39,40,41,16,17,31,32,25,26,6,7,8,46,47,19,30,4,5,44,45,38,9,10,37,29,42,43,24,27,18,21,171
52,16,30,31,32,33,34,35,36,9,10,11,12,26,27,28,49,50,15,38,39,40,41,42,43,45,46,47,48,6,7,25,3,4,5,19,20,21,22,23,24,44,13,14,2,17,29,18,0,1,37,8,16,190
52,27,28,11,12,26,6,7,41,16,17,29,30,31,32,33,34,35,36,37,13,14,15,24,23,20,21,22,45,46,47,48,49,50,0,1,2,3,4,44,25,9,10,18,19,8,5,40,42,43,38,39,27,191
52,18,19,20,21,22,23,24,25,41,16,17,31,32,33,34,35,36,9,10,11,12,26,27,28,29,30,4,44,45,46,47,1,2,3,39,40,6,7,8,14,15,38,49,50,0,48,5,37,13,42,43,18,167
52,12,13,14,15,16,17,31,32,33,34,35,36,9,10,37,38,3,4,5,6,7,41,42,43,44,45,46,47,48,49,50,0,1,2,21,22,23,24,25,26,27,28,29,30,39,40,18,19,20,8,11,12,143
52,17,31,32,25,41,16,30,46,47,48,49,50,15,33,34,42,43,44,45,18,19,20,21,22,23,24,40,36,9,8,14,0,1,2,3,4,5,6,7,37,38,39,28,29,13,11,12,26,27,10,35,17,176
52,27,28,29,30,31,32,25,26,6,7,41,16,13,20,21,22,23,24,40,33,45,46,47,48,49,50,15,2,3,11,12,37,8,9,10,34,42,43,44,14,0,1,35,36,18,19,4,5,17,38,39,27,193
52,18,15,33,45,46,47,48,49,50,0,1,2,3,4,5,6,7,8,9,10,11,12,26,27,28,39,40,41,16,17,31,32,25,29,30,44,13,20,21,22,23,24,37,38,14,19,35,36,34,42,43,18,193
52,5,6,7,8,9,10,11,12,26,27,28,29,30,31,32,33,34,35,20,21,22,45,38,39,40,41,47,48,49,50,15,16,17,18,19,24,25,3,4,44,2,13,14,23,1,37,0,36,46,43,42,5,186
52,42,43,30,31,32,33,34,35,36,37,38,39,40,41,16,17,18,19,20,9,10,11,12,13,14,22,45,46,47,48,49,50,15,1,2,3,25,26,6,7,8,5,44,21,27,28,29,4,0,24,23,42,148
52,19,20,9,10,11,12,13,14,15,16,17,31,32,33,45,46,47,48,49,50,0,1,2,3,4,5,6,7,25,26,27,28,29,30,43,44,21,22,23,24,40,41,42,39,8,37,38,36,34,35,18,19,116
52,14,15,16,37,13,20,48,49,50,0,1,2,17,18,19,31,32,33,34,35,36,9,10,11,12,42,43,44,45,46,47,5,6,7,8,21,22,23,24,25,26,27,28,29,30,4,38,3,39,40,41,14,93
52,5,6,7,41,16,17,31,32,33,34,35,36,28,39,40,15,38,3,4,44,45,46,47,48,49,50,0,1,2,13,14,22,23,24,25,26,27,18,19,20,21,11,12,42,43,30,10,37,8,9,29,5,143
52,21,22,45,46,47,48,49,50,15,16,17,31,32,33,34,35,20,27,18,23,24,25,26,6,7,8,9,10,11,12,13,14,0,1,2,3,4,44,36,37,38,39,40,41,42,43,30,28,29,5,19,21,161
52,5,6,7,25,41,16,17,26,27,44,45,46,47,48,49,50,0,1,2,3,4,29,30,31,32,33,34,35,36,9,10,11,12,42,43,24,23,20,21,22,8,14,15,38,39,40,18,19,28,37,13,5,186
52,5,6,7,8,9,10,11,12,13,20,21,22,45,14,15,16,17,29,30,31,32,33,34,35,36,37,38,39,40,41,47,48,49,50,0,1,2,3,4,44,28,23,24,25,26,27,18,19,46,43,42,5,154
52,35,36,37,13,20,48,49,33,34,11,12,26,16,17,31,32,25,9,39,40,41,42,43,44,45,46,47,38,3,4,5,6,7,8,14,15,19,30,28,29,0,1,2,50,22,23,24,27,18,21,10,35,248
52,18,19,20,48,49,50,0,1,2,17,31,32,33,34,35,36,37,38,13,14,15,16,30,4,5,6,7,8,9,10,11,12,26,27,28,29,43,44,45,46,47,3,39,40,41,42,21,22,23,24,25,18,107
52,37,38,39,40,41,42,43,44,45,46,47,48,49,50,0,1,2,17,18,15,16,30,31,32,25,26,6,7,8,9,10,11,12,22,23,20,21,27,24,3,4,5,33,34,35,36,28,29,13,14,19,37,115
52,13,14,15,33,34,35,36,9,10,11,12,26,27,28,29,30,31,32,25,41,42,43,44,45,46,47,48,49,50,0,1,2,3,4,5,6,7,8,16,17,18,19,20,21,22,23,24,40,38,39,37,13,100
52,37,13,14,15,16,30,31,32,33,34,35,36,9,10,11,12,48,49,50,0,1,2,17,18,19,20,21,22,45,46,47,5,6,7,25,26,27,28,39,40,41,42,43,44,29,4,38,3,24,23,8,37,117
52,19,20,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,31,32,33,45,46,47,48,49,50,0,1,37,38,39,40,41,42,43,44,21,22,23,24,25,26,27,28,29,30,36,34,35,18,19,82
52,26,6,7,25,41,16,30,31,32,33,34,42,43,44,45,46,47,48,49,50,15,12,13,14,0,1,2,3,4,5,35,36,28,11,19,20,21,22,23,24,40,18,27,17,29,10,37,38,39,8,9,26,137
52,5,6,7,25,26,27,28,49,50,0,1,2,17,31,8,9,10,11,12,13,20,21,22,23,16,37,38,3,4,44,45,46,47,48,34,35,36,14,15,33,24,40,41,42,43,30,39,29,18,19,32,5,201
52,8,9,10,33,34,35,36,37,13,20,48,49,50,15,16,21,22,23,24,25,26,27,18,19,31,32,5,6,7,41,47,1,2,3,4,44,45,46,29,30,43,0,17,40,42,14,28,11,12,38,39,8,150
52,47,48,49,50,15,16,17,18,24,23,20,21,22,45,46,10,11,12,26,27,28,29,30,31,32,33,34,35,36,9,41,42,43,44,6,7,25,3,4,5,37,38,39,40,19,8,14,0,1,2,13,47,143
52,27,28,29,30,31,32,33,34,35,36,9,24,25,41,42,43,44,45,46,47,48,49,50,0,1,2,3,4,5,6,7,8,37,38,39,40,18,19,20,21,22,23,16,17,26,11,12,13,14,15,10,27,101
52,29,30,31,32,25,26,6,7,8,46,47,48,49,50,15,16,17,18,19,20,21,22,45,41,42,43,44,14,0,1,2,3,4,5,33,34,35,36,28,39,40,23,24,27,11,12,13,38,9,10,37,29,155
52,37,38,39,40,41,16,17,18,19,20,48,49,50,15,33,45,46,47,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,22,23,24,25,26,27,28,29,30,31,32,42,43,44,21,34,35,36,37,94
52,24,23,20,21,22,45,46,47,48,49,50,15,33,34,35,36,9,10,11,12,42,43,44,6,7,41,16,17,18,19,31,32,2,3,4,5,30,39,40,38,13,14,28,29,37,8,0,1,25,26,27,24,162
52,21,22,45,46,47,1,2,3,4,44,6,7,41,16,17,18,19,20,48,49,50,15,33,34,42,43,30,31,32,25,26,27,28,11,12,13,14,23,24,40,9,10,37,38,39,8,0,36,29,5,35,21,143
52,21,22,23,24,3,4,44,45,46,47,48,49,50,0,1,2,17,18,15,16,10,11,12,13,14,30,31,32,33,34,35,36,9,8,41,42,43,25,26,27,28,29,6,7,37,38,39,40,5,19,20,21,134
52,19,20,21,22,23,24,25,41,42,43,30,31,32,33,34,35,36,9,10,11,12,26,16,17,18,15,2,3,4,5,6,7,8,46,47,48,49,50,0,1,37,13,14,27,28,29,44,45,38,39,40,19,121
52,29,30,31,32,33,34,35,36,37,13,14,15,16,17,18,19,20,21,2,3,4,5,6,7,8,9,10,11,12,26,27,28,49,50,0,1,38,39,40,41,42,43,44,45,46,47,48,22,23,24,25,29,100
52,34,35,36,9,10,37,8,46,47,48,49,50,15,16,17,18,19,20,21,22,23,24,25,41,42,43,30,31,32,33,45,38,39,40,6,7,4,44,13,14,0,1,2,3,11,12,26,27,28,29,5,34,117
52,5,6,7,25,41,42,43,30,31,32,33,34,35,36,28,29,4,44,45,46,47,48,49,50,15,16,17,18,19,20,21,22,23,24,38,40,9,10,11,12,26,27,1,2,3,39,8,14,0,37,13,5,180
52,30,31,32,33,34,35,36,37,13,14,15,16,17,18,19,20,48,49,50,0,1,2,3,4,5,6,7,8,46,47,12,26,27,11,45,38,39,40,41,42,43,44,21,22,23,24,25,9,10,28,29,30,114
52,29,30,31,32,25,26,27,28,11,12,13,20,48,49,50,15,16,17,18,19,36,37,38,40,41,42,43,44,45,46,47,33,34,35,9,10,24,23,22,4,5,6,7,8,21,14,0,1,2,3,39,29,139
52,42,43,44,45,46,47,48,49,50,0,1,2,17,31,32,33,34,35,36,9,10,11,12,26,27,18,19,20,21,22,23,24,25,41,16,13,14,15,38,39,40,6,7,8,37,3,4,5,30,28,29,42,111
52,11,12,13,14,15,16,17,31,32,33,34,35,36,28,49,50,0,1,2,3,4,5,6,7,8,9,24,23,20,21,22,45,46,47,48,38,39,40,41,42,43,30,44,25,26,27,18,19,37,29,10,11,167
